dalec811_params
0.005118121
0.211243571
0.010502317
0.045556281
1.022986336
2.75E-05
0.009293215
0.001525709
8.29E-06
0.071260708
16.89425352
368.7869185
0.21260957
96.25438921
1446.047066
132.6344119
36.54915887
1621.697693
104.6060623
14.43385811
71857.99204
110.8393258
178157.6833
16.69026453
54932.15938
923.7270215
1397.485424
0.200042243
0.013357043
0.025116565
0.045129961
7.418868464
0.010448556
